lats,lons
52.3146432,4.8164591
52.3148789,4.8310355
52.3157707,4.8306992
52.3162691,4.8308744
52.3173971,4.8305346
52.3174232,4.831872
52.3169575,4.8329466
52.3162885,4.8334741
52.3158589,4.8346015
52.315986,4.8366134
52.3159085,4.8380967
52.3157655,4.8390222
52.3160028,4.8389579
52.3161877,4.8386576
52.3165949,4.8389232
52.3171858,4.8390708
52.3178947,4.8400821
52.3185573,4.8406889
52.319587,4.840708
52.3199608,4.841297
52.32001,4.8420957
52.3202773,4.8434177
52.3206429,4.8438707
52.3216465,4.8440223
52.3228531,4.8429181
52.32484,4.8431277
52.3251974,4.8450779
52.3257121,4.8456226
52.3263807,4.8513391
52.324833,4.8567229
52.3278098,4.8566808
52.32780975890362,4.862314230688467
52.330809417973605,4.862250301852402
52.330778238491476,4.868864861376951
52.339219852115754,4.868670715344221
52.339380503804385,4.864057328836049
52.33961976530962,4.863161452114881
52.3396493,4.8624051
52.3396689,4.8609674
52.3412323,4.8631024
52.3429431,4.8654681
52.3434969,4.866187
52.3439721,4.8680323
52.3463841,4.8671418
52.3465086,4.8682201
52.3485797,4.867394
52.35055892089767,4.866675144180306
52.35044094906048,4.864422093917828
52.35211859350441,4.870644766934213
52.357295304964424,4.8668682748687875
52.36013902064443,4.864754688360615
52.35946418250406,4.861900842327884
52.362137355294195,4.860173471163938
52.3617114682223,4.857995494967664
52.36192110576366,4.857748709262073
52.3636180515442,4.859132788360605
52.364168372040844,4.858413944180304
52.36429936592818,4.857502026983629
52.3634804,4.8532104
52.365701351235266,4.853103157672103
52.367136106149566,4.852395100000009
52.366749559753394,4.849766509786995
52.3653869589936,4.850324382803337
52.36428626013614,4.850463869311521
52.3642535,4.8474813
52.3653411,4.8471594
52.36524929480057,4.84815715952454
52.3657996806012,4.848618526983657
52.366382653405616,4.847373973016373
52.36716229390873,4.847245230688495
52.367254,4.8476958
52.36767974905911,4.84809283254088
52.36866898585285,4.847491951589964
52.36885566283052,4.847620732540907
52.369101295633996,4.8480177343932995
52.36956645868292,4.847770932540905
52.36936995625606,4.845689525131238
52.369382960441534,4.842234859524535
52.36944083961623,4.839284384902953
52.37003042197021,4.834338442327897
52.365791963493514,4.833802000000018
52.365696956189296,4.826989184655748
52.3640493,4.8269892
52.3640067,4.8239368
52.365032,4.8206431
52.3601838,4.8135299
52.3597088,4.814753
52.3584446,4.8155282
52.3586053,4.81656220000001
52.358891056120825,4.817233487565624
52.35815465501903,4.818698708999647
52.35649154740007,4.818846342327889
52.3562917,4.818203
52.3557871,4.8183755
52.3539196,4.8093888
52.351266571155584,4.810946149783337
52.349013161131985,4.7998649306884955
52.3488612,4.7993694
52.3484786,4.7983354
52.3479756386788,4.797640730688477
52.34665829999999,4.800151313491807
52.34356460037224,4.798638526983625
52.3434942,4.7989537
52.34292889013648,4.801068613491806
52.34140814203026,4.801073982803361
52.341360664535415,4.801360984655765
52.3367753,4.801892
52.33469551612812,4.7990784251312135
52.33019139154556,4.809957426983624
52.327863817938415,4.81580467116395
52.32672291590924,4.817607136770641
52.32604100049276,4.818282996295187
52.324860670850214,4.81887314047547
52.32363444252935,4.819055511639401
52.314649758803135,4.8162552521148605
52.3146432,4.8164591
,
52.33922519769375,4.986885133955261
52.34140043314746,4.98351158556678
52.342022626262725,4.985472615632793
52.34286842999256,4.987686716310313
52.34234575835493,4.9900856012819395
52.341927956816455,4.990939533860987
52.341144780932424,4.993334044526896
52.340866953189966,4.996416950422904
52.342254051702675,4.999124347056827
52.34995919863558,4.984783623192093
52.35307807541834,4.991057645354053
52.34988961811062,4.997477680269262
52.350841387251606,4.998686769801757
52.35383368565903,4.993218793358287
52.358005224907686,4.999230671498558
52.35858787062452,4.997994508418819
52.369165020092666,5.002901777449629
52.36932374685128,5.01892738958039
52.3602250552642,5.042704879130802
52.348031178526675,5.0399606859419555
52.34096228103846,5.037739816877624
52.33665222244832,5.021893326017639
52.333820957275606,5.017395261499664
52.33366443342199,5.015729609701416
52.33277444956861,5.0136428510878295
52.332676107712615,5.0076400673125
52.33339072022111,5.002323929044983
52.33485924546321,4.996026102278015
52.33689805457684,4.991241041395447
52.33922519769375,4.986885133955261
,
52.30156175117533,5.008648123278121
52.30135344712791,5.007993664278487
52.298337029085246,5.005408014788131
52.29836655456424,5.004270758165816
52.29742501015024,5.003605570330123
52.296063508088864,5.003627028002242
52.29565668971293,5.002167906298141
52.29276948420089,5.002039160265426
52.28901583566792,4.997790541185836
52.289618565420845,4.989694460912446
52.29032628560205,4.983658317162494
52.289590264581605,4.983072422130803
52.28801420742124,4.979224960937003
52.284702356413085,4.972890253796081
52.28304633807132,4.970259342028598
52.281075197665864,4.969173382653693
52.279548272760856,4.966786887182693
52.280949665255065,4.966081466211776
52.28037040651773,4.965750213398437
52.28005369811408,4.962414886488418
52.278133707526116,4.9614948887963095
52.27833883869448,4.959109063877563
52.27867525175516,4.956937815680007
52.27824529899947,4.954226102365951
52.278225606406934,4.9522359032769
52.27908007225704,4.94657560406516
52.278307197273726,4.943878726719717
52.27821699089505,4.942812632455329
52.27912735406588,4.940749343170623
52.28055419481252,4.947330142988662
52.27995523908174,4.952166165842513
52.283929528208446,4.9505085606713095
52.284736813407775,4.952858175768355
52.28653756428251,4.951258238090972
52.28611876292265,4.947454195155601
52.28604123706529,4.941804792417983
52.28643337704674,4.941598262323836
52.28741084057418,4.9431237687010565
52.28820452673418,4.943640764488677
52.289818106332554,4.943730618490676
52.29158173820849,4.942655052675704
52.293684879960445,4.94125493956993
52.29563700485811,4.941700186266402
52.29666716717963,4.942172255053023
52.29867493061285,4.943459715380172
52.29956724069949,4.937794889940719
52.30994558561091,4.926915850176314
52.310450664208666,4.927870716585616
52.309548734098435,4.929249372019271
52.312634898805605,4.936335768236617
52.31380896235304,4.9351770539421835
52.315225667963915,4.939135994448165
52.316423437503495,4.938419844641189
52.31710019165518,4.940424795879821
52.31743005943825,4.940926033689479
52.317564992996026,4.941083529650072
52.317699926142346,4.941069364233712
52.31794355795045,4.940912287368278
52.31930305517582,4.940008047654132
52.31936402509115,4.940198149218062
52.317665443551,4.941678728594283
52.31578479508226,4.943229045404891
52.3161471581519,4.944650616182784
52.318433584301424,4.942555810942153
52.3207723555195,4.94050392104576
52.32214170484549,4.944466884865264
52.32060984237794,4.945815365447501
52.32181125739457,4.949053797556857
52.32313328854564,4.947947889252404
52.324140526302244,4.950790192617873
52.327004786183565,4.9486484487194815
52.32869911618477,4.952148060931663
52.331698099457064,4.9489850659508505
52.333130622562344,4.954848374857406
52.33142109592942,4.95662131501625
52.332061151749954,4.9588596184391776
52.32905584132081,4.973757948412398
52.32993934345992,4.974444593920211
52.331065414299836,4.974809374346236
52.33094494084138,4.977377589477996
52.33071792533749,4.98020061446617
52.33057368383442,4.983309294714431
52.330340929508075,4.984653081430892
52.329488579267256,4.9861390252251425
52.327823170634076,4.9890358109612265
52.32626507163868,4.990574057831267
52.323703637628,4.991886999144057
52.32218064112682,4.993107404245833
52.32073382786778,4.994237955345611
52.31916892106637,4.995432879461745
52.317056332069214,4.997019406094054
52.31668823775592,4.997060980333785
52.31500431070143,4.99681689931343
52.31427136430829,4.996368970407943
52.31049985986796,5.0025702376503745
52.30957005265854,5.007717396749953
52.307958012574254,5.010203804506759
52.30625571324084,5.00517734481285
52.30156175117533,5.008648123278121
,
52.35914480603881,4.865522218702498
52.35980657399119,4.8686872253400715
52.36090731457316,4.86797912216014
52.36391106595566,4.8797559776291255
52.36333606127307,4.881535261152763
52.36671152996842,4.888260538099902
52.36545982785893,4.890538967131706
52.36477151192583,4.895982402801082
52.361600106570684,4.896104335784912
52.36274096690501,4.902737653731437
52.35914437881879,4.904471809385913
52.358204340715446,4.8992073574051265
52.35670229657074,4.899745502470316
52.353070492696375,4.902579618452254
52.352139941613686,4.903008771894637
52.35161895551627,4.899065924642745
52.35181883141179,4.898009134290877
52.351340438417026,4.894586635587874
52.35030499475212,4.894468618391219
52.348168496359534,4.895165992735091
52.34711987041401,4.895026517866317
52.34716574831949,4.8934815654737385
52.3428988994321,4.893824888227645
52.33751723250112,4.893288446424666
52.339562474193244,4.8866902122480305
52.33977879230219,4.882151914594832
52.339732906731214,4.877163005827132
52.339398596133464,4.87720592117137
52.33936582044868,4.88120241260356
52.339326489594846,4.882857335565749
52.33906428300842,4.884501529691878
52.33486876617574,4.8845417628271015
52.334888433589384,4.883535934446517
52.33307899492248,4.882586432455245
52.3330888290284,4.885951598940554
52.32806331601714,4.886065928099814
52.32798135575703,4.879410361705485
52.3321545792087,4.879449589012328
52.33211524194133,4.868925941942397
52.339260938093894,4.8686872253400715
52.33940351248408,4.864076508043471
52.339650968092975,4.863135052679244
52.339687021112454,4.861016107557479
52.343419988305314,4.866192770956221
52.34392796211304,4.868107868192855
52.34634649284222,4.8672388324720295
52.34647102065319,4.868322444914046
52.350599902063685,4.8667131195051105
52.35045572540162,4.864556623457137
52.352120281872395,4.870704246519271
52.35914480603881,4.865522218702498
,
52.389418730289414,4.895380569456282
52.388423466062214,4.891024662016097
52.38286725314672,4.890536499975386
52.38055571008899,4.888333400545779
52.379626044773225,4.889851363210145
52.378801148680665,4.893965704200927
52.374786352501474,4.889511393217507
52.37234523024756,4.8884652164505304
52.36857417890608,4.887858921961996
52.367331561290506,4.889527140718091
52.36337008648108,4.881517949348453
52.36395345560513,4.879727769972195
52.36091207657059,4.867938776393093
52.35983478196278,4.868618687565576
52.35917680402458,4.865489861936911
52.36016341294134,4.86477502442165
52.359490599970236,4.861937132032725
52.36217445805109,4.860209558924797
52.361759251247996,4.858036739120397
52.36192715409603,4.857827296314898
52.3636256997487,4.85917866865373
52.36419445827528,4.858438263714451
52.364317713809285,4.8575047397260995
52.36390302778672,4.855283841848976
52.36352109567442,4.853245334184866
52.36571386982132,4.853170203519657
52.367159725338404,4.852408427346635
52.366753074510584,4.849710117874455
52.3653625254209,4.8502981913005705
52.3643388145473,4.850403467104005
52.36429908126121,4.847549093572869
52.365296420995904,4.8472324671242895
52.36521933705491,4.848171114494679
52.36577270664834,4.848696575891953
52.366057471666366,4.848192069027508
52.3664470529602,4.847387154753395
52.367108286928286,4.8473008209256285
52.36720485373211,4.84773869064691
52.36766545416799,4.848164658740988
52.3686566675065,4.847528472065168
52.368850704065295,4.847629389729153
52.36910120949752,4.848067259450435
52.36962841871769,4.847827199942802
52.36941176087523,4.84569751878178
52.36943092714094,4.84223746194937
52.37293188487226,4.84214894545028
52.37529946228468,4.842897278163836
52.375200243564386,4.846191016427728
52.37261905093742,4.847816427887555
52.37295116734851,4.8500372681390935
52.37570772704263,4.848599589700715
52.37627730883406,4.851735088437525
52.37664384577445,4.854892044846455
52.37440988588015,4.855519674552742
52.374748038201766,4.858459145130727
52.37708506651278,4.8578045708799245
52.377673300140486,4.863673128953341
52.379243920814176,4.863136571899194
52.379813089046976,4.868264897910084
52.37610581369886,4.869584515932619
52.37581077116522,4.87001364056221
52.37968560124486,4.873543197123471
52.38115591454068,4.873864140195909
52.38511296146388,4.880343896171215
52.38498365682615,4.881330488084021
52.3856255975477,4.881552105603877
52.385534126169446,4.8828680644018085
52.39025191943315,4.88533569669551
52.39102616558063,4.884775115011397
